Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
42,"Ashland , VA",7/28/1977,Florida,Retired,,7 Seasons,77,,,"Kinney, Erron",,erronkinney/2504270,,275,2000 - 2006
,"Minneapolis , MN",6/5/1927,Minnesota,Retired,,2 Seasons,76,,,"Jaszewski, Floyd",,floydjaszewski/2517437,,230,1950 - 1951
,,,Michigan Tech,Retired,,0 Season,75,,,"Vanderlin, Drew",,drewvanderlin/2539737,,280,2012 - 2012
43,Canada,1/31/1976,Kent State,Retired,,2 Seasons,75,,,"Gavadza, Jason",,jasongavadza/2504249,,245,2000 - 2002
30,,10/30/1989,Oregon State,Retired,,2 Seasons,75,,,"Hardin, Brandon",,brandonhardin/2532855,,217,2012 - 2013
,"Bloomington , IN",5/13/1896,Indiana,Retired,,2 Seasons,74,,,"Leonard, John",,johnleonard/2519361,,200,1922 - 1923
,"Medford , MA",8/28/1893,Catholic,Retired,,2 Seasons,73,,,"Kerr, George",,georgekerr/2518373,,211,1920 - 1921
90,"Farr , CO",5/21/1929,Loyola Marymount,Retired,,4 Seasons,70,,,"Giancanelli, Hal",,halgiancanelli/2514799,,182,1953 - 1956
,"Kane , PA",2/12/1904,Columbia,Retired,,1 Season,71,,,"Johnson, Leon",,leonjohnson/2517704,,185,1929 - 1929
35,,10/2/1984,Kent State,Retired,,0 Season,72,,,"Kirkland, Andre",,andrekirkland/2518554,,200,2007 - 2007
,"Comanche , TX",4/15/1924,Texas Christian,Retired,,1 Season,72,,,"Edwards, Weldon",,weldonedwards/2513499,,225,1948 - 1948
29,"Dallas , TX",11/10/1990,Texas,Retired,,4 Seasons,74,,,"Acho, Emmanuel",,emmanuelacho/2532781,,240,2012 - 2015
,"Austin , TX",8/3/1948,Prairie View A&M,Retired,,5 Seasons,75,,,"Lee, Bivian",,bivianlee/2519258,,200,1971 - 1975
32,"Libertyville , IL",7/2/1987,Missouri State,Retired,,8 Seasons,75,,,"Harbor, Clay",,clayharbor/497242,,240,2010 - 2017
24,,3/4/1995,Georgia,Retired,,2 Seasons,72,,,"Mauger, Quincy",,quincymauger/2559119,,206,2017 - 2018
24,"Sylacauga , AL",3/15/1995,Clemson,dev?,New Orleans Saints,3rd season,75,Sylacauga HS,AL,"Green, T.J.",40,t.j.green/2555537,DB,215,
44,"Lacoochee , FL",8/30/1975,South Carolina,Retired,,5 Seasons,74,,,"Hambrick, Darren",,darrenhambrick/2500984,,227,1998 - 2002
31,,9/13/1988,Texas A&M - Kingsville,Retired,,1 Season,72,,,"Baptiste, Tressor",,tressorbaptiste/2530478,,230,2011 - 2011
51,"Miami , FL",8/18/1968,Miami (Fla.),Retired,,1 Season,69,,,"Johnson, Alex",,alexjohnson/2501406,,167,1991 - 1991
29,"Richmond , CA",3/12/1990,Oregon,Retired,,4 Seasons,75,,,"Kaddu, Josh",,joshkaddu/2532886,,245,2012 - 2015
57,"Fullerton , CA",12/13/1961,Oregon,Retired,,12 Seasons,78,,,"Zimmerman, Gary",,garyzimmerman/2503860,,294,1986 - 1997
21,"Plainfield , NJ",12/3/1997,Michigan,Active,Green Bay Packers,Rookie,77,Scotch Plains-Fanwood HS,"Scotch Plains, NJ","Gary, Rashan",52,rashangary/2562376,LB,277,
72,"Johnstown , PA",2/8/1947,Arizona State,Retired,,8 Seasons,72,,,"Walton, Larry",,larrywalton/2528199,,180,1969 - 1978
75,"Washington , DC",4/21/1944,North Carolina,Retired,,2 Seasons,74,,,"Darnall, Bill",,billdarnall/2512465,,197,1968 - 1969
43,"Los Angeles , CA",10/5/1976,San Diego State,Retired,,1 Season,74,,,"Kline, Andrew",,andrewkline/2504198,,303,2000 - 2000
24,"Irvington , NJ",3/28/1995,Miami (Fla.),Active,Indianapolis Colts,3rd season,76,Paterson Catholic HS,NJ,"Muhammad, Al-Quadin",97,al-quadinmuhammad/2558131,DT,250,
,Zukov Czechoslovakia,1/7/1901,No College,Retired,,1 Season,,,,"Walson, Bullets",,bulletswalson/2528177,,174,1921 - 1921
56,,12/26/1962,Tennessee-Chattanooga,Retired,,1 Season,70,,,"Ricks, Harold",,haroldricks/2524138,,200,1987 - 1987
74,"Modesto , CA",6/1/1945,California,Retired,,2 Seasons,74,,,"Fetherston, Jim",,jimfetherston/2513981,,225,1968 - 1969
40,"Tampa , FL",3/28/1979,Florida,Retired,,7 Seasons,72,,,"Caldwell, Reche",,rechecaldwell/2505046,,210,2002 - 2008
24,,10/23/1995,Ohio State,Injured reserve,Seattle Seahawks,Rookie,76,,,"Knox, Demetrius",63,demetriusknox/2563024,OG,314,
33,"Toledo , OH",1/15/1986,USC,Retired,,6 Seasons,76,,,"Davis, Fred",,freddavis/216,,247,2008 - 2013
28,"Memphis , TN",11/27/1990,Auburn,Active,Tennessee Titans,7th season,71,Olive Branch HS,MS,"Bates, Daren",53,darenbates/2541539,LB,225,
52,"Akron , OH",8/5/1967,West Virginia,Retired,,9 Seasons,80,,,"Fox, Mike",,mikefox/2500692,,297,1990 - 1998
50,"Fort Ord , CA",4/15/1969,California,Retired,,4 Seasons,75,,,"Gordon, Steve",,stevegordon/2500846,,288,1992 - 1998
30,"Winston Salem , NC",12/13/1988,Seattle,Retired,,2 Seasons,78,,,"Wallace, Eric",,ericwallace/2557541,,260,2016 - 2017
,"Cleveland , OH",8/30/1933,Kent State,Retired,,1 Season,75,,,"Barbee, Joe",,joebarbee/2508976,,250,1960 - 1960
43,"Los Angeles , CA",4/3/1976,Arizona State,Retired,,7 Seasons,73,,,"Richardson, Damien",,damienrichardson/2502650,,210,1998 - 2004
25,"Danville , IL",12/28/1993,Illinois State,Retired,,2 Seasons,77,,,"Lee, Cameron",,cameronlee/2559080,,312,2017 - 2018
,"Indianapolis , IN",11/12/1891,Notre Dame,Retired,,2 Seasons,72,,,"Feeney, Al",,alfeeney/2513904,,210,1920 - 1921
61,"Norfolk , VA",1/9/1958,North Carolina,Retired,,2 Seasons,71,,,"Lawrence, Amos",,amoslawrence/2519175,,181,1981 - 1982
57,"Lufkin , TX",8/18/1962,Texas A&M,Retired,,4 Seasons,70,,,"Teal, Jimmy",,jimmyteal/2527136,,170,1985 - 1988
25,"Harvey , LA",8/2/1994,Mississippi,Active,Houston Texans,4th season,77,Columbia HS,"Lake City, FL","Tunsil, Laremy",78,laremytunsil/2555201,OT,313,
23,,2/27/1996,South Florida,Active,Cleveland Browns,1st season,70,Immokalee HS,"Immokalee, FL","Johnson, D'Ernest",30,d'ernestjohnson/2563327,RB,208,
43,"Diamond Bar , CA",7/24/1976,Nebraska,Retired,,3 Seasons,75,,,"Jackson, Sheldon",,sheldonjackson/2501339,,250,1999 - 2001
,"Peora , WV",6/24/1916,Marshall,Retired,,1 Season,70,,,"Mattiford, Jack",,jackmattiford/2520371,,216,1941 - 1941
63,"Montgomery , AL",7/17/1956,Alabama,Retired,,10 Seasons,73,,,"Davis, Johnny",,johnnydavis/2512581,,235,1978 - 1987
25,"Portland , OR",3/1/1994,Oregon,Retired,,3 Seasons,76,,,"Balducci, Alex",,alexbalducci/2556465,,310,2016 - 2018
58,Nice France,3/3/1961,Vanderbilt,Retired,,2 Seasons,75,,,"Saindon, Pat",,patsaindon/2524798,,273,1986 - 1987
24,"Ramsey , NJ",7/1/1995,Boston College,Active,Buffalo Bills,Rookie,76,Don Bosco Prep HS,"Ramsey, NJ","Sweeney, Tommy",89,tommysweeney/2562750,TE,251,
,"Mingo Junction , OH",3/28/1930,Mississippi State,Retired,,12 Seasons,73,,,"Fortunato, Joe",,joefortunato/2514265,,225,1955 - 1966
,"Fremont , CA",11/6/1976,Arizona State,Retired,,4 Seasons,71,,,"Tillman, Pat",,pattillman/2503360,,202,1998 - 2001
,,,Grove City,Retired,,5 Seasons,69,,,"Gibson, Butch",,butchgibson/2514832,,204,1930 - 1934
,"Pender , NE",1/22/1898,Nebraska,Retired,,1 Season,76,,,"Wenke, Ad",,adwenke/2528532,,220,1923 - 1923
66,"Fort Worth , TX",7/23/1953,Baylor,Retired,,2 Seasons,73,,,"Jeffrey, Neal",,nealjeffrey/2517462,,180,1976 - 1977
64,"San Francisco , CA",1/23/1955,Grambling State,Retired,,2 Seasons,79,,,"Fields, Greg",,gregfields/2514002,,260,1979 - 1980
28,,9/5/1991,West Texas A&M,Retired,,1 Season,75,,,"Pierce-Brewster, Markus",,markuspierce-brewster/2553912,,243,2015 - 2015
26,"Roswell , GA",4/6/1993,Alabama-Birmingham,Active,Los Angeles Chargers,1st season,74,,,"Long, Ty",1,tylong/2553555,P,205,
56,"Queens , NY",5/31/1963,New York Tech,Retired,,1 Season,74,,,"Eaddy, James",,jameseaddy/2513393,,280,1987 - 1987
78,"Marshall , TX",9/2/1941,Texas A&M,Retired,,2 Seasons,74,,,"Carpenter, Ron",,roncarpenter/2511113,,230,1964 - 1965
81,"Wausau , WI",1/5/1938,Miami (Fla.),Retired,,15 Seasons,74,,,"Otto, Jim",,jimotto/2522593,,255,1960 - 1974
56,"Little Rock , AR",2/18/1963,San Diego State,Retired,,1 Season,72,,,"Warren, Vince",,vincewarren/2528261,,180,1986 - 1986
,"Pana , IL",2/11/1934,Iowa,Retired,,7 Seasons,76,,,"Klein, Dick",,dickklein/2518594,,254,1958 - 1964
65,"Fort Monmouth , NJ",4/27/1954,San Diego State,Retired,,10 Seasons,72,,,"Edwards, Herman",,hermanedwards/2513485,,194,1977 - 1986
,"Terrell , TX",11/12/1934,Oklahoma,Retired,,4 Seasons,73,,,"Harris, Jimmy",,jimmyharris/2515947,,178,1957 - 1961
,"Houston , TX",7/11/1915,Purdue,Retired,,5 Seasons,73,,,"Isbell, Cecil",,cecilisbell/2517198,,190,1938 - 1942
98,"Cottonwood , AL",1/29/1921,Auburn,Retired,,1 Season,73,,,"Harrison, Max",,maxharrison/2516010,,208,1940 - 1940
,"Claremore , OK",9/7/1920,Oklahoma,Retired,,1 Season,74,,,"Allton, Joe",,joeallton/2508410,,235,1942 - 1942
29,,1/11/1990,Portland State,Retired,,1 Season,76,,,"Jackson, Marquis",,marquisjackson/2539641,,280,2013 - 2013
46,"Quincy , MA",7/9/1973,Boston College,Retired,,13 Seasons,78,,,"Kendall, Pete",,petekendall/2501591,,286,1996 - 2008
,"Milbank , SD",1/13/1909,Minnesota,Retired,,8 Seasons,72,,,"Manders, Jack",,jackmanders/2520050,,203,1933 - 1940
64,"Cameron , TX",8/3/1955,Texas,Retired,,7 Seasons,71,,,"Jackson, Alfred",,alfredjackson/2517223,,176,1978 - 1984
87,"New Bedford , MA",3/30/1932,Ohio State,Retired,,4 Seasons,70,,,"Watkins, Bobby",,bobbywatkins/2528346,,198,1955 - 1958
25,,12/6/1993,Vanderbilt,Retired,,1 Season,78,,,"Jelks, Andrew",,andrewjelks/2559027,,307,2017 - 2017
31,"Miami , FL",10/6/1988,Middle Tennessee State,Retired,,6 Seasons,74,,,"Lattimore, Jamari",,jamarilattimore/2530711,,229,2011 - 2016
,"Brooklyn , NY",5/2/1936,South Carolina,Retired,,6 Seasons,74,,,"DeLuca, Sam",,samdeluca/2512765,,250,1960 - 1966
24,"Los Angeles , CA",4/10/1995,Nevada-Las Vegas,Active,Cincinnati Bengals,3rd season,71,Cathedral HS,"Los Angeles, CA","McTyer, Torry",20,torrymctyer/2559053,CB,188,
56,"Warner Robins , GA",7/22/1963,Fort Valley State,Retired,,12 Seasons,73,,,"Anderson, Eddie",,eddieanderson/2499422,,215,1986 - 1997
63,"Merced , CA",3/12/1956,California,Retired,,2 Seasons,73,,,"Thompson, Jesse",,jessethompson/2527338,,185,1978 - 1980
67,"Lexington , KY",3/12/1952,Kentucky,Retired,,9 Seasons,74,,,"LeMaster, Frank",,franklemaster/2519334,,232,1974 - 1982
53,"New Boston , TX",10/28/1966,North Texas,Retired,,2 Seasons,69,,,"Phillips, Kim",,kimphillips/2523174,,188,1989 - 1990
,"Holland , TX",8/27/1917,Hardin-Simmons,Retired,,1 Season,72,,,"Goodnight, Owen",,owengoodnight/2515067,,200,1941 - 1941
,"Camden , NJ",4/2/1899,Xavier (Ohio),Retired,,2 Seasons,71,,,"Davis, Herb",,herbdavis/2512566,,173,1925 - 1926
26,,9/30/1993,Michigan,Retired,,1 Season,78,,,"Godin, Matt",,mattgodin/2559178,,295,2017 - 2017
,"Braddock , PA",4/21/1907,Grove City,Retired,,1 Season,69,,,"Wall, Eddie",,eddiewall/2528133,,170,1930 - 1930
29,,5/26/1990,Rutgers,Retired,,1 Season,75,,,"Vallone, Scott",,scottvallone/2542314,,275,2013 - 2013
68,"Jersey City , NJ",7/12/1951,Princeton,Retired,,9 Seasons,76,,,"Barisich, Carl",,carlbarisich/2508993,,258,1973 - 1981
,"Bethlehem , PA",12/23/1927,Pennsylvania,Retired,,6 Seasons,73,,,"Schweder, John",,johnschweder/2525162,,224,1950 - 1955
63,"Newton , KS",7/15/1956,Kansas,Retired,,2 Seasons,75,,,"Wellman, Mike",,mikewellman/2528498,,253,1979 - 1980
,"Gilbert , MN",6/23/1916,Minnesota-Duluth,Retired,,2 Seasons,73,,,"Barle, Lou",,loubarle/2509002,,205,1938 - 1939
75,"Quincy , MA",2/29/1944,Iowa,Retired,,10 Seasons,75,,,"Niland, John",,johnniland/2522162,,245,1966 - 1975
35,"Los Alamitos , CA",5/19/1984,UCLA,Active,Green Bay Packers,14th season,78,Long Beach Polytechnic HS,CA,"Lewis, Marcedes",89,marcedeslewis/2495888,TE,267,
,"Fresno , CA",6/20/1902,St. Mary's (CA),Retired,,1 Season,71,,,"Maul, Tuffy",,tuffymaul/2520387,,200,1926 - 1926
48,,9/30/1971,Mississippi,Retired,,1 Season,75,,,"Ford, Artis",,artisford/2500675,,275,1993 - 1993
,"Dickson City , PA",8/29/1921,George Washington,Retired,,3 Seasons,75,,,"Koniszewski, John",,johnkoniszewski/2518718,,243,1945 - 1948
51,,8/21/1968,Stanford,Retired,,1 Season,74,,,"Young, Charlie",,charlieyoung/2503835,,206,1992 - 1992
25,"Greensboro , NC",7/1/1994,Clemson,Active,Houston Texans,4th season,75,Grimsley HS,"Greensboro, NC","Reader, D.J.",98,d.j.reader/2555388,DE,347,
,"Cincinnati , OH",8/9/1912,Michigan,Retired,,1 Season,,,,"Ratterman, Fred",,fredratterman/2523779,,160,1934 - 1934
,"Pittsburgh , PA",9/12/1932,Westminster (PA),Retired,,1 Season,72,,,"Lander, Lowell",,lowelllander/2519021,,195,1958 - 1958
41,"San Antonio , TX",1/3/1978,Texas-El Paso,Retired,,1 Season,74,,,"Natkin, Brian",,briannatkin/2504469,,246,2001 - 2001
,"New York , NY",6/30/1891,No College,Retired,,1 Season,,,,"Leavitt, Frank",,frankleavitt/2519230,,270,1921 - 1921
,"Hammond , IN",9/5/1893,No College,Retired,,2 Seasons,67,,,"Kohl, Dutch",,dutchkohl/2518688,,180,1920 - 1922
,"Red Lake Falls , MN",6/4/1898,St. Thomas,Retired,,3 Seasons,71,,,"Baril, Adryen",,adryenbaril/2508992,,210,1923 - 1925
57,"Columbus , GA",5/26/1962,Liberty,Retired,,8 Seasons,70,,,"Banks, Fred",,fredbanks/2499520,,177,1985 - 1993
63,"Aberdeen , WA",8/9/1956,Idaho,Retired,,2 Seasons,74,,,"Pellegrini, Joe Jr.",,joepellegrinijr./2522961,,270,1978 - 1979
,"Rock Island , IL",11/22/1912,Iowa,Retired,,6 Seasons,71,,,"Schneidman, Herm",,hermschneidman/2525085,,201,1935 - 1940
40,"Camp Hill , PA",10/23/1979,Hofstra,Retired,,4 Seasons,74,,,"Adams, Charlie",,charlieadams/2504952,,210,2003 - 2007
69,"San Diego , CA",10/3/1950,San Diego State,Retired,,3 Seasons,76,,,"West, Bob",,bobwest/2528562,,218,1972 - 1974
79,"Menominee , WI",3/4/1940,Northern Michigan,Retired,,1 Season,71,,,"Neumann, Tom",,tomneumann/2522076,,205,1963 - 1963
49,"Fort Walton Beach , FL",3/8/1970,Hawaii,Retired,,17 Seasons,71,,,"Elam, Jason",,jasonelam/2500527,,195,1993 - 2009
24,"Manassas , VA",11/21/1994,Virginia Tech,Active,Cleveland Browns,2nd season,76,Liberty HS,"Bealeton, VA","Teller, Wyatt",77,wyattteller/2560892,OG,315,
44,"Cleveland , OH",5/19/1975,John Carroll,Retired,,16 Seasons,70,,,"Fletcher, London",,londonfletcher/2500650,,242,1998 - 2013
63,"Erwin , NC",4/24/1956,Wake Forest,Retired,,2 Seasons,75,,,"Tearry, Larry",,larrytearry/2527138,,260,1978 - 1979
41,"Pittsburgh , PA",6/20/1978,Penn State,Retired,,7 Seasons,75,,,"Arrington, LaVar",,lavararrington/2504297,,257,2000 - 2006
27,"Columbia , SC",5/8/1992,Kentucky,Cut from team,,Season,76,,,"Huguenin, Farrington",,farringtonhuguenin/2556561,,268,
31,"Denver , CO",2/25/1988,Colorado State,Retired,,1 Season,73,,,"Pauga, Zac",,zacpauga/2530725,,246,2011 - 2011
67,"Los Angeles , CA",10/16/1952,UCLA,Retired,,7 Seasons,75,,,"Peterson, Cal",,calpeterson/2523087,,220,1974 - 1982
,"Millsap , TX",12/11/1913,Southern Methodist,Retired,,5 Seasons,75,,,"Ranspot, Keith",,keithranspot/2523748,,205,1940 - 1945
81,"Corinth , MS",4/28/1938,Southern Illinois,Retired,,3 Seasons,73,,,"Shannon, Carver",,carvershannon/2525381,,198,1962 - 1964
85,"Pittsburgh , PA",1/4/1934,Pittsburgh,Retired,,1 Season,72,,,"Cenci, John",,johncenci/2511307,,215,1956 - 1956
23,"Buena Park , CA",3/17/1996,Penn State,dev?,Detroit Lions,2nd season,73,Hunterdon Central HS,"Flemington, NJ","Cabinda, Jason",,jasoncabinda/2560986,LB,235,
28,"Buffalo , NY",7/1/1991,Southern Methodist,Active,Cleveland Browns,2nd season,76,Lake Travis HS,"Austin, TX","Gilbert, Garrett",3,garrettgilbert/2549982,QB,230,
41,"Fort Worth , TX",3/9/1978,Texas Christian,Retired,,3 Seasons,76,,,"Keathley, Michael",,michaelkeathley/2504447,,296,2001 - 2003
60,"Las Vegas , NV",12/1/1958,Texas,Retired,,5 Seasons,75,,,"Sendlein, Robin",,robinsendlein/2525324,,225,1981 - 1985
57,"Green Pond , SC",1/10/1962,Delaware State,Retired,,9 Seasons,69,,,"Weathers, Clarence",,clarenceweathers/2503574,,170,1983 - 1991
,,8/5/1900,Kansas State,Retired,,3 Seasons,72,,,"Randels, Proc",,procrandels/2523732,,180,1926 - 1928
27,,7/27/1992,Ball State,Retired,,2 Seasons,69,,,"Edwards, Jahwan",,jahwanedwards/2553879,,220,2015 - 2016
37,,7/10/1982,Arizona State,Retired,,2 Seasons,75,,,"Marquardt, Michael",,michaelmarquardt/4275,,297,2008 - 2009
23,"Greenville , NC",5/8/1996,North Carolina State,Injured reserve,San Francisco 49ers,1st season,74,J.H. Rose HS,"Greenville, NC","Street, Kentavius",95,kentaviusstreet/2560885,DE,287,
29,"Tulsa , OK",4/18/1990,Oklahoma,Active,Washington Redskins,6th season,73,Union HS,"Tulsa, OK","Way, Tress",5,tressway/2541903,P,220,
25,"Livingston , TX",5/26/1994,Utah State,Injured reserve,Jacksonville Jaguars,2nd season,70,Livingston HS,TX,"Mays, Devante",33,devantemays/2558837,RB,230,
46,"Wildwood , FL",10/30/1973,Florida,Retired,,10 Seasons,74,,,"Johnson, Ellis",,ellisjohnson/2501421,,288,1995 - 2004
32,"Charleston , WV",9/14/1987,USC,Retired,,5 Seasons,76,,,"Parsons, Alex",,alexparsons/497036,,301,2010 - 2014
70,"Brownsville , TN",1/11/1949,Tennessee State,Retired,,5 Seasons,74,,,"Thaxton, Jim",,jimthaxton/2527193,,240,1973 - 1978
,"East Palatka , FL",4/5/1941,Florida A&M,Retired,,1 Season,75,,,"Daniels, Dave",,davedaniels/2512439,,245,1966 - 1966
75,"Greenville , MS",10/15/1944,Jackson State,Retired,,2 Seasons,74,,,"Richardson, Tom",,tomrichardson/2524121,,195,1969 - 1970
,"Harvey , IL",11/16/1917,Notre Dame,Retired,,3 Seasons,74,,,"Beinor, Ed",,edbeinor/2509315,,222,1940 - 1942
25,"Pawtucket , RI",6/8/1994,Penn State,Retired,,1 Season,73,,,"Barney, Tarow",,tarowbarney/2556468,,306,2016 - 2016
70,"Santa Maria , CA",12/4/1948,Stanford,Retired,,7 Seasons,70,,,"Vataha, Randy",,randyvataha/2527906,,176,1971 - 1977
57,,3/15/1962,Troy,Retired,,1 Season,76,,,"Geier, Mitch",,mitchgeier/2514743,,280,1987 - 1987
24,"Waco , TX",3/6/1995,Baylor,Active,Cincinnati Bengals,4th season,73,Waco HS,TX,"Billings, Andrew",99,andrewbillings/2555267,DT,328,
85,"Nanuet , NY",7/11/1934,Syracuse,Retired,,8 Seasons,73,,,"Ridlon, Jimmy",,jimmyridlon/2524150,,181,1957 - 1964
,"Chicago , IL",8/25/1900,Illinois,Retired,,1 Season,73,,,"Carney, Chuck",,chuckcarney/2511095,,190,1922 - 1922
22,USA,2/17/1997,South Carolina,Active,Kansas City Chiefs,Rookie,71,Miami Carol City HS,"Miami Gardens, FL","Fenton, Rashad",27,rashadfenton/2562649,DB,188,
24,"Brunswick , GA",2/1/1995,Louisiana-Lafayette,Active,Detroit Lions,2nd season,73,Brunswick HS,GA,"Walker, Tracy",21,tracywalker/2560913,DB,210,
,"Warrensburg , NY",8/6/1899,Rochester,Retired,,2 Seasons,70,,,"Wallace, Gordon",,gordonwallace/2528140,,170,1923 - 1924
51,"Fort Washington , MD",11/10/1968,Georgia Tech,Retired,,2 Seasons,73,,,"Tiggle, Calvin",,calvintiggle/2503355,,235,1991 - 1992
57,"Chappaqua , NY",4/17/1962,Colgate,Retired,,3 Seasons,70,,,"Erenberg, Rich",,richerenberg/2513672,,200,1984 - 1986
24,"San Diego , CA",5/2/1995,Kansas State,Active,New York Jets,3rd season,76,Rockhurst HS,"Kansas City, MO","Willis, Jordan",60,jordanwillis/2557884,DE,270,
23,"Parsippany Troy Hills , NJ",5/5/1996,Temple,Active,Arizona Cardinals,Rookie,75,Parsippany Hills HS,NJ,"Dogbe, Michael",91,michaeldogbe/2562429,DE,280,
,"Knoxville , TN",9/30/1918,Tennessee,Retired,,1 Season,73,,,"West, Burr",,burrwest/2528569,,220,1941 - 1941
36,,10/29/1983,Boston College,Retired,,0 Season,71,,,"Anam, Larry",,larryanam/2508451,,197,2007 - 2007
,,,Bethany (W.V.),Retired,,6 Seasons,72,,,"LeJean, Walt",,waltlejean/2519333,,231,1922 - 1927
28,"Greenwood , SC",9/1/1991,South Carolina,Active,Oakland Raiders,7th season,70,Greenwood HS,SC,"Swearinger, D.J.",,d.j.swearinger/2539943,FS,205,
,Chios Greece,8/15/1920,Virginia Tech,Retired,,2 Seasons,71,,,"Maskas, John",,johnmaskas/2520287,,212,1947 - 1949
,"Kansas City , MO",8/17/1947,Texas-El Paso,Retired,,1 Season,71,,,"Harden, Lee",,leeharden/2515802,,195,1970 - 1970
,"Baton Rouge , LA",9/20/1935,LSU,Retired,,10 Seasons,72,,,"Taylor, Jim",,jimtaylor/2527090,,214,1958 - 1967
86,"Vandergrift , PA",7/28/1933,Pittsburgh,Retired,,4 Seasons,74,,,"Palatella, Lou",,loupalatella/2522670,,230,1955 - 1958
,"Youngstown , OH",9/3/1905,Pittsburgh,Retired,,2 Seasons,70,,,"Salata, Andy",,andysalata/2524801,,188,1929 - 1930
,"Louisville , KY",2/15/1918,Alabama,Retired,,9 Seasons,75,,,"Davis, Fred",,freddavis/2512555,,244,1941 - 1951
,"Compton , CA",8/28/1970,Washington,Retired,,3 Seasons,71,,,"Fields, Jaime",,jaimefields/2500622,,246,1993 - 1995
77,"Jackson , MS",11/29/1941,Tennessee State,Retired,,3 Seasons,77,,,"Davis, Rosey",,roseydavis/2512626,,260,1965 - 1967
32,"Baton Rouge , LA",5/15/1987,LSU,Retired,,1 Season,72,,,"Beckwith, Darry",,darrybeckwith/71203,,242,2009 - 2011
35,"New Haven , MI",10/17/1984,Grand Valley State,Retired,,2 Seasons,75,,,"Fowler, Eric",,ericfowler/2507154,,210,2007 - 2010
48,"Key West , FL",10/4/1971,Florida State,Retired,,6 Seasons,71,,,"Sawyer, Corey",,coreysawyer/2502846,,177,1994 - 1999
41,"Columbus , OH",1/26/1978,Pittsburgh,Retired,,8 Seasons,72,,,"Goings, Nick",,nickgoings/2504366,,225,2001 - 2008
39,"Manchester , IA",7/26/1980,Iowa,Retired,,8 Seasons,79,,,"Gallery, Robert",,robertgallery/2506026,,325,2004 - 2011
44,"Wilkes Barre , PA",9/23/1975,Penn State,Retired,,3 Seasons,76,,,"Ostrowski, Phil",,philostrowski/2502369,,291,1998 - 2000
27,,1/28/1992,Cincinnati,Retired,,1 Season,78,,,"Lefeld, Eric",,ericlefeld/2553757,,310,2015 - 2015
26,USA,12/9/1992,Georgia,Cut from team,New Orleans Saints,Rookie,75,Brookwood HS,"Snellville, GA","Moore, Nick",40,nickmoore/2562316,LS,250,
57,"Williamson Co. , TX",4/16/1962,Texas Christian,Retired,,9 Seasons,70,,,"Davis, Kenneth",,kennethdavis/2500318,,208,1986 - 1994
30,"Austin , TX",1/20/1989,Arizona,Active,Jacksonville Jaguars,8th season,78,Westlake HS,"Austin, TX","Foles, Nick",7,nickfoles/2532842,QB,243,
39,"Louisville , KY",5/10/1980,Tennessee,Retired,,1 Season,76,,,"Jackson, Bernard",,bernardjackson/2504815,,255,2002 - 2002
37,"Atlanta , GA",7/2/1982,Florida,Retired,,2 Seasons,72,,,"Kight, Kelvin",,kelvinkight/2505734,,210,2004 - 2007
55,,4/26/1964,Catawba,Retired,,1 Season,76,,,"Quick, Greg",,gregquick/2523642,,280,1987 - 1987
79,"Baton Rouge , LA",10/2/1940,LSU,Retired,,6 Seasons,71,,,"Harris, Wendell",,wendellharris/2515994,,185,1962 - 1967
,"Williams , AZ",5/7/1939,Oregon State,Retired,,7 Seasons,72,,,"Marsh, Amos",,amosmarsh/2520185,,220,1961 - 1967
36,"Minneapolis , MN",10/30/1983,Kansas State,Retired,,2 Seasons,72,,,"Archer, Brandon",,brandonarcher/2507124,,239,2007 - 2008
24,USA,5/10/1995,Maryland,dev?,Pittsburgh Steelers,Rookie,76,Friendship Collegiate Academy HS,"Washington, DC","Gray, Derwin",77,derwingray/2562274,OT,320,
30,,12/7/1988,Central Florida,Retired,,1 Season,78,,,"Pieschel, Nick",,nickpieschel/2536047,,309,2012 - 2012
27,,10/28/1992,Iowa,Retired,,0 Season,77,,,"Hamilton, Ray",,rayhamilton/2553532,,252,2015 - 2015
41,"Youngstown , OH",10/13/1978,Wisconsin,Retired,,3 Seasons,70,,,"Echols, Mike",,mikeechols/2505103,,185,2002 - 2004
27,,2/17/1992,Robert Morris,Retired,,1 Season,76,,,"Dalton, A.J.",,a.j.dalton/2550553,,280,2014 - 2014
38,"Goldsboro , NC",10/18/1981,North Carolina,Retired,,12 Seasons,75,,,"Warren, Greg",,gregwarren/2506151,,252,2005 - 2016
27,"Los Angeles , CA",4/13/1992,Colorado,Active,Washington Redskins,6th season,72,Junipero Serra HS,"Gardena, CA","Richardson, Paul",10,paulrichardson/2543491,WR,180,
22,Nigeria,8/8/1997,Western Michigan,Active,Pittsburgh Steelers,2nd season,78,Southfield HS,MI,"Okorafor, Chukwuma",76,chukwumaokorafor/2560828,OT,320,
23,,2/22/1996,Appalachian State,Cut from team,New York Jets,Rookie,73,,,"Stout, MyQuon",62,myquonstout/2563190,DT,280,
,"Seattle , WA",2/22/1917,Gonzaga,Retired,,1 Season,68,,,"Karamatic, George",,georgekaramatic/2518139,,187,1938 - 1938
,"Braddock , PA",3/12/1932,Maryland,Retired,,1 Season,72,,,"Davis, Jack",,jackdavis/2512580,,225,1960 - 1960
